job_id,job_title,company_name,job_location,skill_area,Python,R,SQL,Java,SAS,JavaScript,MATLAB,C++,Scala,Machine Learning,Statistics,Predict,Modeling,Data Cleaning,Data Mining,Hypothesis or A/B Testing,Bayesian Inference,Linear or Logistic Regression,Logistic Regression,Random Forest,Support Vector Machines (SVM),Clustering,K-Means,ARIMA,Time Series Analysis,Cross-validation,ROC/AUC,Confusion Matrix,Neural Networks,Tableau,Power BI,Matplotlib,Seaborn,Looker,Python Dashboards,Metabase,Big Data,Hadoop,Apache Spark,Kafka,AWS,Azure,Google Cloud Platform,Snowflake,Redshift,Google BigQuery,Microsoft SQL Server,Data Wrangling,ETL,Apache NiFi,Talend,AWS Lambda,Docker,Kubernetes,CI/CD,Jenkins,CircleCI,Pandas,NumPy,TensorFlow,Keras,PyTorch,Scikit-learn,Flask,FastAPI,BeautifulSoup,Scrapy,Selenium,NLP,spaCy,NLTK,RESTful APIs,Web Scraping,Git,GitHub,GitLab,Data Imputation,Feature Engineering,Data Pipelines,Jupyter Notebooks,Communication,Technical Communication,Team Work,Project Management,Stakeholder Management,People Management
4034640666,Data Analyst,BGIS,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4022013738,Senior Data Analyst,Figment,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4036950208,Power BI Analyst,Tata Consultancy Services,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4030177018,Data Analyst,Robert Half,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3962893888,Business Analyst/Data Analyst,Swiss Re,"Toronto, Ontario, Canada",Programming Languages,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4027899807,,UniUni Logistics,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3995193737,Staff Data Analyst,HelloFresh,"Toronto, Ontario, Canada",Programming Languages,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4042377657,"Data Analyst, Workforce Management",Greenstone Financial Services Canada,"North York, Ontario, Canada",Programming Languages,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038574731,"Data Analyst, Salesforce",The Salvation Army in Canada,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4031252071,"Staff Data Analyst, Core Experience",TextNow,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4034385711,Data Reporting Analyst,ONxpress Transportation Partners,"Toronto, Ontario, Canada",Programming Languages,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038030158,Associate Data Scientist,Circle K,"Scarborough, Ontario, Canada",Programming Languages,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039355735,Senior Data Analyst,TekRek,"Toronto, Ontario, Canada",Programming Languages,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4036819790,Winter 2025 - Data Analyst Intern,Second Bind,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4032250914,Clinical Data Analyst,Alimentiv,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038550190,Junior Business Intelligence Analyst,NSUS Group,"North York, Ontario, Canada",Programming Languages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4021002581,Data Quality Analyst,Electronic Arts (EA),"Toronto, Ontario, Canada",Programming Languages,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4042408778,"Data Analyst, Marketing",theScore,"Toronto, Ontario, Canada",Programming Languages,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4045007992,"Data Analyst, Enterprise",theScore,"Toronto, Ontario, Canada",Programming Languages,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4034191779,Senior Data Analyst,Flexiti,"Toronto, Ontario, Canada",Programming Languages,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4026254221,Senior Data Analyst,TekRek,"Toronto, Ontario, Canada",Programming Languages,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039355735,Data Management Analyst (18-Month Contract),CAAT Pension Plan,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4023517090,Senior Data Analyst,Luxoft,"Toronto, Ontario, Canada",Programming Languages,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4043182816,"Power BI, SQL Tester",Next Pathway,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4042881242,"Senior Associate, Data Analyst",Capital One,"Toronto, Ontario, Canada",Programming Languages,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4036405661,Business Data Analyst with Python,VLink Inc,"Toronto, Ontario, Canada",Programming Languages,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4034288950,Intelligence Analyst,Canadian Bankers Association,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039912949,Customer Experience Analyst - Canada,Intuit,"Toronto, Ontario, Canada",Programming Languages,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4026266704,"Analyst, Strategic Analytics",Ontario Health | Santé Ontario,"Toronto, Ontario, Canada",Programming Languages,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4036280442,Data Analyst - Engineering Operations (Remote),Releady,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4033467208,Master Data Analyst,Aecon Group Inc.,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4023239036,Client Insights Analyst,Circana,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4028636026,"Data Analyst, Securities – MS Excel",Procom,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4033633875,System Analyst,Insight Global,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4042593488,Data System Analyst,Agilus Work Solutions,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039380807,Junior Data Engineer,Citylitics Inc.,"Toronto, Ontario, Canada",Programming Languages,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4043170022,Python Analyst,Tata Consultancy Services,"Toronto, Ontario, Canada",Programming Languages,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4022889148,Data and Reporting Analyst - 12 Month Contract/Acting,Toyota Canada Inc.,"Scarborough, Ontario, Canada",Programming Languages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4043438324,SAP System / Data Analyst,Tata Consultancy Services,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4021067711,Business System Analyst,Tata Consultancy Services,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4020447488,Data Analyst Co-op - Technology Operations (8 months),CIBC,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4035989701,Business Analyst - Data Science and BI,Colliers,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925672441,"Student Intern, Data Analyst & Quote Controller",Celestica,"Toronto, Ontario, Canada",Programming Languages,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039376461,"Senior Analyst, Marketing Analytics",Klick,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041202317,Business Intelligence (BI) Analyst & Reporting,Procom,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4043153542,Business System Analyst (Banking),Genpact,"Toronto, Ontario, Canada",Programming Languages,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4020328550,Data Engineer,Genpact,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4034588908,Business System Analyst,Tata Consultancy Services,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4022387036,Business Intelligence Analyst,Marberg Staffing,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4042052649,"Senior Analyst, Marketing Analytics",Klick,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041202317,Business Intelligence (BI) Analyst & Reporting,Procom,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4043153542,Data Engineer,Genpact,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4034588908,Business System Analyst,Tata Consultancy Services,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4022387036,Business Intelligence Analyst,Marberg Staffing,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4042052649,Business System Analyst,Tata Consultancy Services,"Toronto, Ontario, Canada",Programming Languages,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4043027436,"Business Consultant, Data Analysis",BMO,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4035197197,SQL Developer,Genpact,"Toronto, Ontario, Canada",Programming Languages,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4034593631,Data Engineer,Experis Canada,"Etobicoke, Ontario, Canada",Programming Languages,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4043070709,Quant Analyst,Neuberger Berman,"Toronto, Ontario, Canada",Programming Languages,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4031156530,Business System Analyst,Tata Consultancy Services,"Toronto, Ontario, Canada",Programming Languages,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4043027436,"Analyst, Market & Competitive Intelligence",Questrade Financial Group,"North York, Ontario, Canada",Programming Languages,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038016105,"Senior Data Analyst, Investigations",CIRO / OCRI,"Toronto, Ontario, Canada",Programming Languages,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4027931262,Business Systems Analyst,Scotiabank,"Toronto, Ontario, Canada",Programming Languages,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4028769381,GIS Data Analyst,Elections Ontario,"North York, Ontario, Canada",Programming Languages,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039346009,Tableau developer with Data Analytics,CGI,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038955765,Senior Data Engineer,Exadel,"Toronto, Ontario, Canada",Programming Languages,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038781257,Senior Data Analyst,Elections Ontario,"North York, Ontario, Canada",Programming Languages,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4035410651,"Senior Campaign Data Analyst, Campaign Analytics & Execution",BMO,"Toronto, Ontario, Canada",Programming Languages,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4013747352,"Senior Analyst, Enterprise Analytics",Zendesk,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4029898567,"Analyst, Cancer Registry",Ontario Health | Santé Ontario,"Toronto, Ontario, Canada",Programming Languages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
